Subject,ROI,Condition,TTP_grand,PeakAmp_grand,Baseline,Peak_amp,Peak_time
SUB720,3,Cond2,4,1.0930011787101999,0.14122272554002538,0.9382056738670057,4
SUB720,4,Cond1,4,1.0930011787101999,0.1789475032594523,1.3672736318991743,4
SUB720,4,Cond2,4,1.0930011787101999,0.21886817079200616,1.3190909566897058,4
SUB720,5,Cond1,4,1.0930011787101999,0.08396289990196858,1.1311825511041549,4
SUB720,5,Cond2,4,1.0930011787101999,0.2765663905472635,1.3634231289386398,4
SUB720,6,Cond1,4,1.0930011787101999,0.06634661805555567,1.025451431018519,4
SUB720,6,Cond2,4,1.0930011787101999,0.17168183198198003,1.1558443776522738,4
SUB720,7,Cond1,4,1.0930011787101999,0.20560132227488165,0.8702958657187994,4
SUB720,7,Cond2,4,1.0930011787101999,-0.020992172093023256,0.9395530441860466,3
SUB721,1,Cond1,4,1.1880192991432599,0.09695567968185118,1.2483369387804282,4
SUB721,1,Cond2,4,1.1880192991432599,-0.04155570838997535,1.5085312327526432,4
SUB721,2,Cond1,4,1.1880192991432599,-0.07561941277472524,1.8580182731227108,4
SUB721,2,Cond2,4,1.1880192991432599,0.03720967588787255,1.4839200360229032,4
SUB721,3,Cond1,4,1.1880192991432599,0.04307058414576451,1.0819179316944565,4
SUB721,3,Cond2,4,1.1880192991432599,-0.008931473347171806,1.2094541849477587,4
SUB721,4,Cond1,4,1.1880192991432599,0.12191131297134224,2.113125434891907,3
SUB721,4,Cond2,4,1.1880192991432599,0.08928143060498225,1.5688400744365363,3
SUB721,5,Cond1,4,1.1880192991432599,0.05924530449068998,0.8356338287696242,4
SUB721,5,Cond2,4,1.1880192991432599,0.0955010562632696,1.08044468542109,4
SUB721,6,Cond1,4,1.1880192991432599,0.176146026509573,1.5756166396661735,3
SUB721,6,Cond2,4,1.1880192991432599,0.03741748076923076,1.421253546581197,3
SUB721,7,Cond1,4,1.1880192991432599,0.27064940291262124,2.1198789433656966,4
SUB721,7,Cond2,4,1.1880192991432599,0.12266152054794495,1.328901107513491,3
SUB722,1,Cond1,4,1.2872619256052114,0.31015852425998075,2.0192259605885043,4
SUB722,1,Cond2,4,1.2872619256052114,0.28768956158940384,1.6233625713024296,5
SUB722,2,Cond1,4,1.2872619256052114,0.28747331754028144,1.6366110629932857,4
SUB722,2,Cond2,4,1.2872619256052114,0.2891385396493766,2.198524572733998,4
SUB722,3,Cond1,4,1.2872619256052114,0.13976846759259265,1.2028641311728392,4
SUB722,3,Cond2,4,1.2872619256052114,0.2138258186274513,1.2974031703431377,4
SUB722,4,Cond1,4,1.2872619256052114,0.3383532984562605,1.341892042881647,4
SUB722,4,Cond2,4,1.2872619256052114,0.23957414538461583,1.7473413507692297,4
SUB722,5,Cond1,4,1.2872619256052114,0.1281941673913043,0.9773256688405803,4
SUB722,5,Cond2,4,1.2872619256052114,0.1979041344366029,0.9825509532826947,4
SUB722,6,Cond1,4,1.2872619256052114,0.25311671429822913,1.3876059857501488,4
SUB722,6,Cond2,4,1.2872619256052114,0.14150353414096906,1.2401858046989718,4
SUB722,7,Cond1,4,1.2872619256052114,0.5668345363636363,1.8269666242424245,4
SUB722,7,Cond2,4,1.2872619256052114,0.05291548057259713,1.1390420640763466,3
SUB724,1,Cond1,4,2.525952057322588,0.08717543329989982,3.428575206285519,5
SUB724,1,Cond2,4,2.525952057322588,0.1650306026894867,2.9246881976365104,4
SUB724,2,Cond1,4,2.525952057322588,0.06801703987240827,3.436564624136098,4
SUB724,2,Cond2,4,2.525952057322588,-0.19371705837563452,3.9359338214890034,4
SUB724,3,Cond1,4,2.525952057322588,0.03770265416925283,1.837530290275191,4
SUB724,3,Cond2,4,2.525952057322588,0.0860857757575758,1.9574763811447813,4
SUB724,4,Cond1,4,2.525952057322588,-0.05164793415637859,2.189970003429356,4
SUB724,4,Cond2,4,2.525952057322588,0.07971612602739732,1.953532242009132,4
SUB724,5,Cond1,4,2.525952057322588,-0.013035089655172423,2.077206124137931,4
SUB724,5,Cond2,4,2.525952057322588,0.006651617529880448,1.4443967662682602,4
SUB724,6,Cond1,4,2.525952057322588,-0.07234011483253594,2.2948497113237645,4
SUB724,6,Cond2,4,2.525952057322588,-0.05041822115384616,1.5978458044871797,4
SUB724,7,Cond1,4,2.525952057322588,-0.13207596629213483,2.4607148951310855,4
SUB724,7,Cond2,4,2.525952057322588,-0.1126362894736842,1.6048733771929826,4
SUB725,1,Cond1,4,1.8031449080224153,0.009029907447622564,1.5243474843007432,4
SUB725,1,Cond2,4,1.8031449080224153,0.030797020123838992,1.8138637595459248,4
SUB725,2,Cond1,4,1.8031449080224153,0.01943244657863145,1.768651608243297,4
SUB725,2,Cond2,4,1.8031449080224153,0.011219373964497039,1.8122950149901373,4
SUB725,3,Cond1,4,1.8031449080224153,0.05354073832599128,1.39901810866373,4
SUB725,3,Cond2,4,1.8031449080224153,-0.021272520038713254,2.0184371776760344,4
SUB725,4,Cond1,4,1.8031449080224153,-0.12313766283441648,1.5316958007117902,3
SUB725,4,Cond2,4,1.8031449080224153,0.09068961596244118,1.22578898685446,3
SUB725,5,Cond1,4,1.8031449080224153,-0.01822918562874249,0.9024936161011312,3
SUB725,5,Cond2,4,1.8031449080224153,-0.19773787664042,1.0361576229221343,4
SUB725,6,Cond1,4,1.8031449080224153,-0.27130791738479765,1.60348852907895,3
SUB725,6,Cond2,4,1.8031449080224153,-0.032446643799472284,1.1208784547053656,3
SUB725,7,Cond1,4,1.8031449080224153,-0.3977601578947367,2.678701133333333,4
SUB725,7,Cond2,4,1.8031449080224153,-0.02762194142259414,1.1201747601115764,3
SUB726,1,Cond1,3,1.5526247007604856,0.08371037345678989,3.0869683134430717,4
SUB726,1,Cond2,3,1.5526247007604856,-0.0894584647010405,2.618115916052392,3
SUB726,2,Cond1,3,1.5526247007604856,0.02354559426229511,1.9384144043715836,3
SUB726,2,Cond2,3,1.5526247007604856,-0.027568276511397354,2.0394594674595288,3
SUB726,3,Cond1,3,1.5526247007604856,0.09226965860215057,1.7393241796594996,3
SUB726,3,Cond2,3,1.5526247007604856,0.015191907073509082,2.1773382797041134,3
SUB726,4,Cond1,3,1.5526247007604856,-0.13022623778501632,1.3955469511400653,3
SUB726,4,Cond2,3,1.5526247007604856,0.05605178821656059,1.7675522712314227,3
SUB726,5,Cond1,3,1.5526247007604856,-0.06591651673640175,1.239696970013947,4
SUB726,5,Cond2,3,1.5526247007604856,0.009430169757489292,1.5331726661911558,3
SUB726,6,Cond1,3,1.5526247007604856,-0.017692881313131317,1.6639168577441077,3
SUB726,6,Cond2,3,1.5526247007604856,-0.05863772486518137,1.652568702412677,3
SUB726,7,Cond1,3,1.5526247007604856,0.051774999999999974,1.3974777032520325,3
SUB726,7,Cond2,3,1.5526247007604856,0.1282598121546961,1.0002932394106812,3
SUB729,1,Cond1,3,2.01428188218327,0.08396027056672749,2.6400139628275436,3
SUB729,1,Cond2,3,2.01428188218327,0.06008646248254399,2.516444678486617,3
SUB729,2,Cond1,3,2.01428188218327,0.15833290438992367,2.5921417291978632,3
SUB729,2,Cond2,3,2.01428188218327,0.11050158795411107,2.6472692001274685,3
SUB729,3,Cond1,3,2.01428188218327,-0.07551039999999991,2.310585562352941,3
SUB729,3,Cond2,3,2.01428188218327,-0.1459733397694888,2.4924346970644833,3
SUB729,4,Cond1,3,2.01428188218327,0.1988820427631578,2.801315108552632,3
SUB729,4,Cond2,3,2.01428188218327,-0.10280386672069965,2.5712804099665707,3
SUB729,5,Cond1,3,2.01428188218327,0.09313011176470593,1.6777607715686276,3
SUB729,5,Cond2,3,2.01428188218327,0.008808764573991103,1.940900704783258,3
SUB729,6,Cond1,3,2.01428188218327,0.42393825463743684,3.854884028105676,3
SUB729,6,Cond2,3,2.01428188218327,-0.010830267341040452,1.8491566844894023,3
SUB729,7,Cond1,3,2.01428188218327,0.23402857718120806,2.023152418344519,3
SUB729,7,Cond2,3,2.01428188218327,-0.11271655433149419,2.1047696943045766,3
SUB730,1,Cond1,3,1.2106088478946941,-0.28857772539345605,2.161256216414043,3
SUB730,1,Cond2,3,1.2106088478946941,-0.06017561099983416,2.1788256369810406,3
SUB730,2,Cond1,3,1.2106088478946941,-0.31272384454756386,2.4364680680587787,3
SUB730,2,Cond2,3,1.2106088478946941,-0.058318896551724154,2.0800641933739015,3
SUB730,3,Cond1,3,1.2106088478946941,-0.8881142167487686,1.3602472627257798,4
SUB730,3,Cond2,3,1.2106088478946941,0.44213436032388687,4.204644222672067,4
SUB730,4,Cond1,3,1.2106088478946941,-0.23148586382978728,1.9248117347517728,3
SUB730,4,Cond2,3,1.2106088478946941,-0.04207958510638285,1.7720497686170211,3
SUB730,5,Cond1,3,1.2106088478946941,-0.509228192592592,1.2947894189300406,4
SUB730,5,Cond2,3,1.2106088478946941,0.10661634138972824,2.549881984894258,4
